iter	Logloss
279	0.3137411692
280	0.3136173976
281	0.3135060695
282	0.3132237745
283	0.313079455
284	0.3129538987
285	0.3128776276
286	0.3127578737
287	0.3125557658
288	0.3123717951
289	0.31225148
290	0.3120426464
291	0.3119364806
292	0.3118189388
293	0.3114975725
294	0.3112517162
295	0.3111514668
296	0.311049845
297	0.3109727787
298	0.3108606419
299	0.3107267093
300	0.3106250804
301	0.3104022993
302	0.3102973912
303	0.3101717104
304	0.3099862704
305	0.3097044799
306	0.3096074552
307	0.3094197163
308	0.3092237778
309	0.3090041232
310	0.3089067781
311	0.3087897953
312	0.3085436656
313	0.3084301602
314	0.3083263343
315	0.3081480938
316	0.3079873262
317	0.3077922525
318	0.3076918094
319	0.307523223
320	0.3072739759
321	0.3069809065
322	0.3068038932
323	0.306629391
324	0.3064296819
325	0.3062893704
326	0.3060419919
327	0.3058780108
328	0.3057970793
329	0.3056307579
330	0.3054747332
331	0.3053291584
332	0.3051959021
333	0.3050496507
334	0.3048954277
335	0.304748657
336	0.3043982575
337	0.3041362777
338	0.304004601
339	0.3038254251
340	0.303706497
341	0.303536778
342	0.3033128427
343	0.3031106031
344	0.3029756324
345	0.3028443584
346	0.3027350472
347	0.3026269653
348	0.3023759334
349	0.3021901039
350	0.3019429881
351	0.3017040521
352	0.3014082031
353	0.3012813607
354	0.3011098472
355	0.3008899689
356	0.3006547658
357	0.3004699056
358	0.3003285404
359	0.3001610912
360	0.3000367328
361	0.2998547554
362	0.299736947
363	0.2996123509
364	0.2994011557
365	0.2992383614
366	0.2990967696
367	0.2989180627
368	0.2987464911
369	0.2985654842
370	0.2983799968
371	0.2981546939
372	0.2979934346
373	0.2978324854
374	0.2977318079
375	0.2976362148
376	0.2974866535
377	0.297317269
378	0.2972050191
379	0.2970278033
380	0.296910696
381	0.2967683567
382	0.2966453228
383	0.2965256067
384	0.2963797731
385	0.2962586127
386	0.2961465314
387	0.2959495971
388	0.2958173995
389	0.2956139988
390	0.2955024258
391	0.2952901012
392	0.295088825
393	0.2949421396
394	0.2948076565
395	0.2946846892
396	0.2945108011
397	0.2943059746
398	0.2941052098
399	0.2940206844
400	0.2938963609
401	0.2937361139
402	0.293592911
403	0.2934702418
404	0.2933830411
405	0.2932313077
406	0.2930567195
407	0.2929323396
408	0.2927668154
409	0.2926053937
410	0.2924660148
411	0.2923651938
412	0.2922210982
413	0.2919777158
414	0.2918089083
415	0.2916982879
416	0.2914420912
417	0.2912616403
418	0.2909642013
419	0.2908481355
420	0.290708197
421	0.2905256483
422	0.2903368782
423	0.2902195443
424	0.2899759028
425	0.2898344675
426	0.2896977343
427	0.2895669755
428	0.2894063547
429	0.2891760837
430	0.2890448317
431	0.2889082153
432	0.2887616163
433	0.2886334226
434	0.2884923463
435	0.2882509766
436	0.2880832131
437	0.2879633771
438	0.2878450556
439	0.2877176877
440	0.2874905019
441	0.2873217427
442	0.2871464086
443	0.2869923204
444	0.2868243111
445	0.286668499
446	0.286515086
447	0.286356568
448	0.2861996496
449	0.2860740013
450	0.2859221991
451	0.2858257057
452	0.2856747914
453	0.2855425378
454	0.2853353379
455	0.2852490015
456	0.2850723389
457	0.2849072887
458	0.2847941974
459	0.2846453766
460	0.2845009639
461	0.2843787195
462	0.2843124782
463	0.2841695586
464	0.2840251103
465	0.2839072149
466	0.2837526369
467	0.2835841629
468	0.2834773029
469	0.2832568074
470	0.2831363811
471	0.2830634881
472	0.2829426326
473	0.2828229976
474	0.2827100886
475	0.2825476852
476	0.2824350287
477	0.2822907174
478	0.282112877
479	0.2819265237
480	0.2817690561
481	0.2816648554
482	0.2814606558
483	0.2813911096
484	0.2812746566
485	0.2811411465
486	0.2808974907
487	0.2807709451
488	0.2806114068
489	0.2804503452
490	0.2803197053
491	0.2801897742
492	0.2800462685
493	0.2798972627
494	0.2797270995
495	0.27956479
496	0.279428943
497	0.2792935248
498	0.2791761058
499	0.2788709888
500	0.2787680209
501	0.2786308298
502	0.2784849746
503	0.2783823942
504	0.2782283135
505	0.2780878127
506	0.2779751009
507	0.2778450632
508	0.277708506
509	0.277588473
510	0.2775418138
511	0.2773991613
512	0.2773544545
513	0.277227559
514	0.2771323104
515	0.2770163487
516	0.2768268958
517	0.2766612516
518	0.2765681788
519	0.2764699747
520	0.2763354877
521	0.2761129507
522	0.2759987293
523	0.2758466219
524	0.2756592245
525	0.2755503044
526	0.2754091332
527	0.2752726325
528	0.2751487336
529	0.2749653301
530	0.274828482
531	0.2746657762
532	0.2745420222
533	0.2744285118
534	0.2742395534
535	0.2741194185
536	0.2739469643
537	0.2737999348
538	0.2736809077
539	0.2736255586
540	0.2734514003
541	0.2733121535
542	0.2731314055
543	0.2729877625
544	0.2729006421
545	0.2727976679
546	0.2726695365
547	0.2725584771
548	0.2722655346
549	0.2721593783
550	0.2720378015
551	0.2719273666
552	0.2718331365
553	0.2716754655
554	0.2714553682
555	0.271340917
556	0.2711830773
557	0.2710507042
558	0.2709479804
559	0.2708512307
560	0.2707603378
561	0.2706473271
562	0.2705148641
563	0.2704140782
564	0.2703279588
565	0.2702547596
566	0.2700858856
567	0.2698596185
568	0.2697427856
569	0.2696727543
570	0.2695693887
571	0.2694250018
572	0.2692869635
573	0.2692026446
574	0.2691462283
575	0.269058977
576	0.2689997728
577	0.2688149715
578	0.2687174895
579	0.2686199059
580	0.2685226016
581	0.2683850324
582	0.2682206166
583	0.26812659
584	0.2679864271
585	0.2678272281
586	0.2676845886
587	0.2676043767
588	0.2675139756
589	0.2674583754
590	0.2673582755
591	0.2671897825
592	0.2670769702
593	0.2669647986
594	0.2668283288
595	0.2667315647
596	0.2666972065
597	0.2665456768
598	0.2664000577
599	0.2662287018
600	0.2661168233
601	0.2659477269
602	0.2658501105
603	0.2657061681
604	0.2655740291
605	0.2655000263
606	0.2654292249
607	0.2653202031
608	0.2652509911
609	0.2650646312
610	0.2649342487
611	0.2648967064
612	0.2648028952
613	0.2647398476
614	0.2646461321
615	0.2644935439
616	0.2643539468
617	0.2643059233
618	0.2641779006
619	0.2640944039
620	0.2639701023
621	0.2639340684
622	0.2638289256
623	0.2636915013
624	0.2635588854
625	0.2634540766
626	0.2633020008
627	0.263221022
628	0.263131852
629	0.2630370359
630	0.2628291363
631	0.2627709343
632	0.2626699319
633	0.2625060694
634	0.262369576
635	0.2622745407
636	0.2621969078
637	0.2620857215
638	0.2619677711
639	0.2618799393
640	0.2618271083
641	0.2616888336
642	0.261591358
643	0.2614522425
644	0.261374225
645	0.2612021524
646	0.2611173216
647	0.2610512948
648	0.2609955111
649	0.2608654952
650	0.260771918
651	0.2606441866
652	0.2605154303
653	0.2603946271
654	0.2603093405
655	0.2602201934
656	0.2601190156
657	0.2600616282
658	0.2599310872
659	0.2598437258
660	0.2597889937
661	0.2596730892
662	0.2595253517
663	0.2593632911
664	0.2592468246
665	0.2591241519
666	0.258940825
667	0.2587828861
668	0.258673692
669	0.2586020328
670	0.2584904847
671	0.2583944691
672	0.2583503104
673	0.2581982707
674	0.258108311
675	0.2580524065
676	0.2579931756
677	0.2579118904
678	0.2577762298
679	0.2577280959
680	0.2576294697
681	0.2575278027
682	0.2574604781
683	0.2574146137
684	0.2573643038
685	0.2572438904
686	0.257128873
687	0.2570309962
688	0.2569071319
689	0.2568186356
690	0.2566905569
691	0.2565789649
692	0.2564724336
693	0.2563645117
694	0.2562903146
695	0.2562026171
696	0.2560291087
697	0.2559565846
698	0.255844304
699	0.2557564718
700	0.2556140943
701	0.2554857666
702	0.2553184989
703	0.25525306
704	0.2552251264
705	0.255152577
706	0.2550493232
707	0.2549828867
708	0.254842964
709	0.2547264477
710	0.2546800456
711	0.2545575205
712	0.2544903145
713	0.2544277786
714	0.2543768282
715	0.2542964535
716	0.2541351142
717	0.2540633092
718	0.253908171
719	0.2538260074
720	0.2536982427
721	0.2536200139
722	0.2535764727
723	0.2534508403
724	0.2532919751
725	0.2531828626
726	0.2530793686
727	0.2529872838
728	0.2529024602
729	0.2527529261
730	0.2526498982
731	0.2525497272
732	0.2524335622
733	0.2522810413
734	0.2522118604
735	0.2520985898
736	0.2519793478
737	0.2519215468
738	0.2517752115
739	0.2516984738
740	0.2516034804
741	0.2515331224
742	0.2514266172
743	0.2512359247
744	0.2510983871
745	0.2509786054
746	0.2509240472
747	0.2507550904
748	0.2506089086
749	0.2504992018
750	0.2504161267
751	0.2503667794
752	0.2502563301
753	0.2502309139
754	0.2501416822
755	0.2499905036
756	0.2498662677
757	0.2497663094
758	0.2496821066
759	0.2495089509
760	0.2493766391
761	0.2493090013
762	0.2492136242
763	0.2491154182
764	0.2489838718
765	0.2488569863
766	0.2487169834
767	0.2485959502
768	0.2484802153
769	0.2484145471
770	0.248341237
771	0.2482224221
772	0.2481568284
773	0.2479961658
774	0.2478632722
775	0.2477311051
776	0.2476191584
777	0.2475436755
778	0.2474142066
779	0.2472842386
780	0.2471296453
781	0.247059936
782	0.2469894095
783	0.2468644313
784	0.2467371038
785	0.2467037705
786	0.2465382892
787	0.2464656799
788	0.2463701933
789	0.2463134964
790	0.2462426939
791	0.2461756124
792	0.2461079597
793	0.2460316374
794	0.2459366218
795	0.2458601471
796	0.2457468428
797	0.2457139552
798	0.245557986
799	0.2454592408
800	0.2453309916
801	0.2452544181
802	0.2452194485
803	0.2451036491
804	0.2450379791
805	0.2449349683
806	0.2448336535
807	0.2447114564
808	0.2446341313
809	0.2445152336
810	0.2443975142
811	0.2442774794
812	0.2441825146
813	0.244067981
814	0.2439421878
815	0.243889783
816	0.2438379943
817	0.2437634655
818	0.2436748621
819	0.2435867016
820	0.2434346178
821	0.2433440834
822	0.2432614107
823	0.2431662105
824	0.2430690557
825	0.2429978453
826	0.2428567302
827	0.242773166
828	0.2426696334
829	0.2425800229
830	0.2425063222
831	0.2423739826
832	0.242216235
833	0.2421036229
834	0.2420295549
835	0.2419370032
836	0.2418244108
837	0.2417621619
838	0.2416419109
839	0.2414701912
840	0.2413222007
841	0.2411952308
842	0.2411364869
843	0.2410518546
844	0.2409198603
845	0.2408142487
846	0.2406703871
847	0.2405487367
848	0.2404083921
849	0.2402892834
850	0.2402021243
851	0.2400973451
852	0.2399490258
853	0.2398532033
854	0.2397815958
855	0.2397011647
856	0.2395742511
857	0.2394534731
858	0.2393627422
859	0.2392995389
860	0.2392091897
861	0.2391450453
862	0.2389929098
863	0.2388874494
864	0.2388391857
865	0.2387483189
866	0.2386258661
867	0.2384939098
868	0.2384457429
869	0.2383159444
870	0.2381977864
871	0.2381685545
872	0.2381096851
873	0.237996523
874	0.237934191
875	0.237801379
876	0.2377452366
877	0.2376731592
878	0.23754611
879	0.2374644097
880	0.2373762278
881	0.2373222669
882	0.2372179238
883	0.237134395
884	0.2370111406
885	0.2368839938
886	0.2367400881
887	0.2366634095
888	0.236556728
889	0.2364265044
890	0.2363110348
891	0.2362359472
892	0.2361896008
893	0.2361493594
894	0.2361115189
895	0.2359755327
896	0.235926794
897	0.2358273682
898	0.2357004383
899	0.2356748091
900	0.2356376798
901	0.23557063
902	0.2354549141
903	0.2353906675
904	0.2352609412
905	0.2351687003
906	0.2351239459
907	0.2350867429
908	0.234960428
909	0.2349043116
910	0.234806825
911	0.2347316028
912	0.2347120338
913	0.2346633786
914	0.2345683422
915	0.2344495031
916	0.2343686795
917	0.2342796808
918	0.23418656
919	0.2340926309
920	0.2340156845
921	0.2338964694
922	0.2337864416
923	0.2336704952
924	0.2335809681
925	0.2334831691
926	0.2334193117
927	0.2333940603
928	0.2333091739
929	0.2331685228
930	0.2330713849
931	0.2329083025
932	0.2327809754
933	0.2327044023
934	0.2325986783
935	0.2325489094
936	0.2324546989
937	0.2323366867
938	0.2322633864
939	0.2321418086
940	0.2320601739
941	0.2319303489
942	0.2318239739
943	0.2317126825
944	0.2316236179
945	0.2315470753
946	0.2314676837
947	0.2313721114
948	0.231304784
949	0.2312006795
950	0.231137837
951	0.2310295838
952	0.2309482113
953	0.2308354679
954	0.2307138188
955	0.2306007343
956	0.2304904969
957	0.230365615
958	0.2303079092
959	0.230226513
960	0.2301434052
961	0.2300279134
962	0.2299444088
963	0.2297985219
964	0.2297268158
965	0.2296802558
966	0.2296041851
967	0.2295614826
968	0.2295042247
969	0.2293944386
970	0.2293171223
971	0.2292739142
972	0.2291776278
973	0.2291174036
974	0.2290466377
975	0.2289453869
976	0.2288606991
977	0.2287477045
978	0.2286550615
979	0.2285742974
980	0.2284832054
981	0.2283966172
982	0.2283124671
983	0.2282309905
984	0.2281476875
985	0.2280541527
986	0.2279990875
987	0.227892463
988	0.2278156084
989	0.227747659
990	0.2276689677
991	0.2276069381
992	0.2275472638
993	0.2275069519
994	0.2273874461
995	0.2273242555
996	0.2272545874
997	0.2271771195
998	0.2270633378
999	0.2269742507
